錾	3
沙	5562
沘	1
沟	1448
沣	8
抛	446
没	16447
沧	440
沦	148
沥	186
沤	7
沫	198
沪	442
沨	2
沮	43
沭	29
鸨	1
河	12763
沱	53
折	1748
沴	1
治	30814
抟	2
油	6999
沸	235
沿	2741
沾	187
沽	94
沼	134
袍	71
袈	5
袋	957
袅	50
袄	44
袆	1
袁	870
袂	44
袜	54
袖	437
顷	525
袒	47
袭	1003
被	16471
袤	66
袴	2
袱	270
卤	27
卧	439
卦	115
卡	5762
占	8018
卣	1
卢	2369
鸯	13
卯	24
卮	2
卫	7650
卵	123
却	6953
卷	1746
危	3850
印	5455
即	7886
卿	631
卸	326
卻	5
卅	16
升	4594
十	33182
千	8031
卌	1
协	16883
华	38651
卉	271
午	5580
半	6730
单	13724
南	24475
卖	3413
卑	150
卐	1
卓	1025
卒	99
卜	397
卟	3
卞	52
博	4116
牵	879
牲	1100
牾	1
牺	859
特	29858
牧	2353
牦	55
牢	1203
牡	289
牯	10
牮	1
物	19124
牒	33
牟	331
牛	3264
牙	1917
片	11063
牍	35
牌	7073
版	48362
吾	437
吼	86
吻	112
吸	3617
吹	846
吴	5230
吵	225
吱	38
吮	24
启	2671
听	5669
吭	36
含	2263
吨	3936
吩	15
否	3881
吧	881
吣	1
吠	11
吡	1
吞	363
吟	243
吝	23
君	942
吖	1
吗	1395
吕	1149
吒	4
吓	200
吐	591
向	29754
后	44274
吏	72
同	58911
名	30404
吊	469
合	53289
吉	4783
吆	54
各	38759
吃	4552
吁	1582
籍	1460
籁	32
籀	4
籽	149
籼	8
类	8536
籺	1
米	9174
泌	55
錧	3
錤	6
比	24242
毕	2974
毖	12
毗	143
毒	3125
毓	77
毙	76
毛	5300
沛	479
毁	1488
毂	5
母	2973
每	13562
毋	112
毳	1
毽	5
毹	1
毡	86
毯	202
毫	1490
菠	48
菡	2
菪	9
菩	49
菲	1441
菰	2
菱	284
菽	5
菇	190
菅	10
菀	1
菁	94
菎	1
菏	65
菌	645
菊	596
菖	3
菟	2
菜	3993
菘	1
戬	10
戮	16
截	1439
戥	1
戡	11
戢	1
戽	1
房	6188
戾	11
戴	1401
户	9879
戳	45
戍	77
戌	17
戏	3068
戎	127
戈	1093
戊	26
戟	10
战	24957
戛	43
戚	450
戕	9
或	10847
我	70907
成	73917
戒	785
鸴	1
	3
娓	83
	1
娑	28
娟	223
娜	795
	1
娘	1216
娆	12
娇	108
娄	155
娅	129
娃	665
威	4444
	1
	1
娌	10
娈	2
娉	8
娶	102
	1
娴	105
娲	17
娱	725
娼	71
	1
娥	79
娣	69
娠	7
娩	32
甡	2
甥	19
甦	23
用	46565
甩	225
甪	11
甫	276
甬	33
甭	34
田	7745
由	25245
甲	1791
申	3216
电	42149
男	3906
甸	619
町	37
画	7258
甄	27
甑	2
甘	1898
甙	5
甚	3285
甜	608
生	79659
勤	2968
勿	105
勾	345
勺	40
勰	33
婊	1
勋	500
勉	363
勇	3383
勃	1421
募	219
勘	679
勖	1
勒	3158
勐	43
狸	28
狻	1
狼	233
狱	408
狰	10
狲	1
狩	55
狭	304
独	5904
狮	346
狡	25
狠	838
狙	7
狛	1
狞	15
狐	36
狒	8
狗	181
狈	18
狍	6
狎	3
狂	543
狄	62
扣	1275
r	787
【	1
】	1
〔	15
〕	14
〖	1
〈	108
〉	109
《	27177
》	27179
「	19
」	20
『	1
』	1
、	264766
。	479448
	11
·	20999
°	163
±	63
邪	281
氆	2
邬	77
邮	2782
邯	994
氍	1
邡	7
邢	445
那	14591
邦	2980
邸	104
邹	1168
邺	5
氖	7
民	89517
氐	1
邾	4
邿	2
邰	5
邱	256
氟	143
邳	22
氙	3
邵	441
氛	1276
氚	1
邈	10
氤	15
氧	528
氦	16
氡	17
氢	146
邀	2554
邂	18
氮	103
氨	134
氪	2
邙	2
邛	4
氰	31
氲	15
邑	182
邓	4130
氹	12
邕	16
邗	5
褓	8
褒	78
褐	59
扮	323
褛	20
褚	22
褙	2
褂	20
褶	21
褴	20
⑷	1
褥	43
褡	3
褪	52
嗪	3
麂	3
麇	4
麋	14
歌	5643
麓	156
歉	289
歆	2
歇	255
麝	14
麟	178
歼	176
⑽	1
死	4167
麦	2340
歹	626
歪	327
武	9459
歧	890
此	23546
步	21181
止	5774
正	30037
麾	26
聩	27
聪	494
聿	21
聱	4
聊	476
聋	157
职	17712
聂	309
聆	100
聘	1128
聚	2534
聒	1
联	26992
糕	142
糖	586
糙	59
糜	31
糟	206
糁	4
糅	24
糊	506
糍	4
糌	9
系	32679
糠	18
糯	13
	1
妙	748
	1
	10
妞	24
	1
	2
	2
妒	22
妓	42
妖	35
	2
妈	1278
妊	9
妍	82
	2
如	23735
妃	52
妄	215
妆	314
妇	3485
妹	761
妻	1600
妾	2
	1
	2
妲	3
妨	269
妩	36
妪	8
	1
	4
妮	137
	2
	1
妣	1
妥	826
疫	1344
疮	80
疯	522
疠	1
疡	25
疤	38
疸	4
疹	47
疾	2507
疼	337
疽	7
疲	414
疱	8
疴	7
疵	34
疋	1
疏	617
疃	32
疆	1987
疚	78
疙	68
疟	29
疝	5
疑	2223
疖	1
疗	3590
ィ	1
掷	105
掴	1
掳	6
掰	36
掾	2
掼	3
饕	4
掺	142
掸	3
控	5476
接	15429
掣	53
探	4298
掠	182
掮	10
掬	38
措	6305
掩	425
推	15964
掖	43
饺	101
饽	6
排	7509
饿	323
掐	27
饱	1157
饰	815
饲	693
饵	28
饴	12
饷	12
掘	754
掇	13
饨	27
饪	28
饭	2717
掂	38
饯	6
饮	1474
掏	353
掌	2517
饥	311
掊	1
掉	1818
授	3758
蹁	2
蹂	35
蹄	139
蹇	37
蹈	697
蹉	6
蹊	46
蹋	17
蹑	6
蹒	40
蹙	12
蹚	9
蹦	58
蹩	6
蹬	45
蹭	14
蹰	4
蹲	179
蹴	48
蹶	14
蹼	22
蹿	5
涎	10
涌	1408
逶	42
涉	2757
消	9883
逻	424
涅	192
逾	461
涂	555
逼	619
逢	635
涞	34
造	18073
逡	3
逦	8
涕	33
涔	7
逮	417
逯	13
递	1099
涮	12
逐	4791
逑	1
逖	1
逗	80
途	3196
涨	1427
通	29440
润	2132
涤	147
涣	88
速	8278
涡	81
逝	960
适	5741
逃	1234
退	3408
送	6463
逆	458
逄	16
逅	18
逊	316
涵	943
选	17544
透	1981
逍	26
要	99294
覃	34
覆	1006
ク	2
钹	1
割	1075
剽	14
剿	220
剡	19
剥	468
剧	6949
剩	704
剪	530
副	15844
剑	1066
剐	5
ァ	2
剔	122
剖	247
カ	2
ォ	2
剜	7
剁	6
剀	1
剃	26
剂	1022
剋	4
削	717
前	43558
剌	18
嶋	1
罚	2471
罘	12
罟	5
网	4902
罐	334
罗	11921
罕	452
罔	27
罉	1
罂	17
罅	2
罄	29
罹	35
署	4339
罱	2
罪	5335
罩	188
置	4892
罢	489
罡	7
收	21408
⑼	1
鳕	1
鳏	2
鳅	3
擢	4
擣	2
擤	1
擦	339
驴	92
鸟	852
擀	8
擂	254
鸩	12
鸮	1
擅	465
鸬	1
鸭	336
鸢	9
鸣	1110
鸠	50
鸡	1155
鸦	236
操	2413
擎	101
鸥	82
驽	1
擒	105
鸹	1
鸾	11
鸿	682
鸽	151
擘	8
鸳	14
鸶	2
碌	206
擞	40
鸵	135
胳	63
胰	25
碍	972
胶	925
胴	2
胺	17
胸	674
胼	5
能	42017
胡	3878
胧	81
胤	18
胥	45
胫	34
胨	1
胯	6
胬	1
胭	3
胖	129
胚	43
胛	5
胘	1
胙	1
胞	1706
胜	7591
胝	5
胃	210
胀	872
胁	1204
胆	1149
胄	12
胎	278
背	2419
胍	1
挹	2
挺	883
挽	475
雪	3199
雩	1
挲	3
雯	181
雳	24
挨	317
挫	400
挪	777
雷	3891
零	1961
振	3538
马	15703
挡	349
挠	302
雹	49
挥	8038
挤	869
挛	18
雀	234
雇	336
集	19880
挟	82
雄	3596
挑	2034
雉	5
雏	137
雎	1
雍	76
雌	69
按	6962
挈	13
雕	847
挎	29
持	26991
挂	2378
指	18530
√	1
大	137807
太	7564
夫	8317
天	42622
央	14980
夯	65
夭	63
夲	1
	1
失	8642
夷	154
头	14997
夺	3207
夸	497
夹	392
夼	4
	1
备	10514
处	19489
夏	3409
/	65
复	8487
慢	1205
外	36224
夔	5
夕	1025
多	63564
夙	53
	1
够	4009
夜	3819
琬	7
琮	22
琯	8
琨	27
琪	134
琤	3
琥	7
琦	234
琢	168
琼	545
琹	8
琴	916
琵	56
琶	58
琰	9
琳	450
琍	1
琏	18
琉	111
琊	1
琅	159
理	59218
球	10600
琚	2
琛	1750
琐	103
击	6410
出	88116
凹	51
凸	87
凿	152
函	484
凼	2
凳	132
ㄎ	1
凰	150
凶	441
凫	1
ㄖ	1
凯	996
ㄑ	1
凭	1165
凡	2257
几	16481
凤	1099
凛	168
凝	1347
凑	235
凖	2
凋	33
凉	643
减	5355
凌	990
净	1555
凇	17
准	11627
凄	74
瘼	2
醴	17
洒	673
洗	1500
洙	89
洛	1933
醺	5
洞	1311
洁	2151
洄	5
洇	2
醣	1
洈	1
洋	4207
洌	4
醪	1
洎	10
洱	80
洲	11247
醐	3
醒	1577
洹	1
活	30899
洺	1
洽	442
洼	191
醚	7
醛	3
醅	1
醇	150
津	3867
洧	1
詹	179
醌	3
醍	3
洪	4624
醉	443
醋	52
蘩	1
蘸	35
蘼	1
蘅	21
蘋	1
蘑	49
蘖	11
龌	5
摩	1513
龈	1
龉	17
龊	5
龋	4
龄	1525
龅	2
龆	2
龇	3
龀	3
摧	306
龃	17
摺	1
摸	878
摹	55
龙	6394
龚	586
龛	16
龑	1
摊	1080
摈	15
摁	8
摆	2117
摇	1139
摄	6466
摅	2
摘	907
摞	54
摒	91
摔	314
腴	12
腰	659
腱	7
腼	18
腾	1090
腿	579
腹	551
腺	114
腻	128
腥	92
腭	9
腮	16
腔	541
腕	91
腐	2150
腑	104
腓	7
腚	3
腆	18
腌	19
腈	13
腊	595
腋	15
郯	2
泉	1892
泊	764
翟	287
翘	78
翚	4
翔	367
翌	68
翎	16
翊	36
翅	179
翁	510
翼	592
翻	2178
翱	45
翰	424
翳	5
郸	197
翩	148
翥	5
翦	6
翡	24
翠	349
郾	4
	1
墨	2185
墩	128
	1
	1
墅	185
墀	16
墁	2
境	12641
墉	7
墒	79
墓	671
增	25194
墟	151
墙	1142
墚	1
郊	922
璧	91
璠	9
璪	28
璨	92
泥	1520
璐	51
璞	138
璟	6
璜	24
璘	2
璇	143
璃	502
璀	86
璎	2
璋	81
璈	1
郄	3
泷	2
泸	140
泺	1
泼	447
檀	31
毅	1416
除	6807
陡	156
院	23662
陬	1
险	6038
陨	56
陪	1243
陵	1158
陷	885
陶	1309
陲	74
际	32053
附	2852
陇	113
陆	3364
陀	129
陂	18
降	6253
陌	210
陉	29
陈	8753
陋	322
陕	1871
限	6777
陟	43
陛	79
]	787
转	14631
轭	2
轮	3184
软	1902
轨	1558
轩	248
轫	9
车	21401
轧	207
轼	20
载	2200
轾	1
轿	587
轸	1
轻	5468
轴	218
轶	43
轰	749
轱	2
轲	2
轳	4
溘	12
溟	7
溜	221
源	10554
準	4
鄱	36
鄮	2
鄯	16
溉	455
溍	2
溃	158
鲜	4377
溁	1
鄢	22
溆	4
溅	77
鄞	26
溺	49
鲞	1
溽	2
鄙	74
溲	1
溶	238
溴	10
溪	1006
溯	123
溢	524
鄄	12
溧	11
溥	7
蚤	10
蚣	7
蚬	3
蚯	9
蚩	9
蚨	3
蚪	3
蚴	1
蚱	3
蚺	1
敦	1426
蚁	47
蚀	431
蚂	55
蚍	1
蚌	151
蚊	70
蚕	398
蚓	11
蚝	3
蚜	19
散	2765
兽	259
兼	3360
兹	1171
典	3894
养	9444
兵	7179
兴	11852
具	12816
其	31921
共	29258
兰	8901
关	56014
六	9289
公	52874
兮	76
全	71550
八	10866
入	30788
兢	392
兜	153
党	39666
兔	157
兖	57
兑	771
免	3383
3	395
光	12357
先	22615
克	17717
充	7702
兄	933
兆	907
允	1155
兀	37
元	29055
敖	84
馊	1
敝	13
教	32282
鲫	18
敏	1596
鲢	1
繁	4950
ā	8
ī	3
旬	1015
旭	464
旮	7
旯	6
旨	1751
早	5546
鼐	14
日	74028
旦	1847
旧	2734
无	20313
既	4803
鼙	8
旸	8
旺	1643
旻	7
鼎	351
时	63657
旷	160
旰	3
旱	1387
旌	40
旎	23
族	14300
旋	984
鼾	8
旅	5190
鼻	296
鼹	9
鼢	3
鼠	501
鼯	1
旖	24
旗	3248
旒	1
臾	29
臼	26
臻	199
致	8993
至	15077
臬	6
臭	229
自	48233
臧	59
臣	2204
臊	1
臆	23
臂	327
臃	27
臀	6
韭	24
韬	81
韫	16
韪	2
韩	4353
韧	206
韦	881
谘	1
韻	1
韶	157
韵	478
音	5810
返	1591
迓	1
运	19656
近	20743
连	11155
迟	1528
远	9771
违	4061
进	69555
还	29331
这	89969
过	42063
迄	420
迅	3008
迂	46
迁	1204
迎	5926
迈	1649
迷	1763
迳	4
述	4396
追	3930
迺	1
迸	64
迹	2815
迦	42
迤	49
迥	65
迢	110
迭	227
迪	2598
迫	2150
迩	68
堪	672
堤	687
堡	1177
堾	2
堺	6
	1
堵	749
堰	166
堉	1
堆	764
堂	3696
堃	13
堀	5
堞	2
堕	94
堑	28
眸	49
眺	108
眼	5779
眶	116
眷	125
眨	27
眩	48
眬	3
眭	1
眯	60
眠	256
眦	2
眙	8
眜	1
真	14598
眈	18
眉	478
看	18847
省	25039
像	6816
僖	7
僚	170
僧	129
僮	1
僭	1
僵	244
僳	15
僻	187
锨	35
誌	1
誉	2971
裁	2730
誊	3
渝	217
渚	7
渔	1168
渗	420
渑	20
渐	1829
渍	44
渌	3
渎	116
渊	274
清	11125
游	6984
渺	78
渴	572
渲	77
渭	120
港	15128
温	5096
渥	142
渤	207
渡	1956
渠	1574
渣	206
蜮	1
裳	49
蜥	10
蜣	2
蜢	2
蜡	182
蜿	89
蜻	14
蜷	15
蜴	4
蜍	1
蜊	1
蜉	2
蜈	8
蜇	8
蜃	15
蜂	254
蜀	129
蜜	182
蜚	44
蜘	19
蜗	12
蜕	38
蜓	16
蜒	88
敷	118
整	12494
鲛	1
敲	475
数	15006
鲟	22
鲑	6
鲈	9
鲋	3
敢	1696
鲍	375
鲎	1
鲀	1
鲁	3553
敬	2287
鲅	2
鲇	2
鲸	78
敕	12
救	4352
敞	304
鲱	1
鲲	13
鲳	2
敛	67
鲶	5
鲷	1
鲨	54
故	4886
鲭	3
鲮	1
鲠	4
鲡	2
敌	1718
鲤	37
效	16446
鲧	7
7	226
绩	4989
绫	27
绪	874
续	12584
绯	7
绮	46
绡	1
绣	273
绢	32
绥	236
继	9195
绦	1
绸	440
绻	4
绺	2
绽	92
综	4510
绿	3517
绾	2
绱	1
绰	46
绳	673
绵	529
维	9838
绷	39
绶	35
绉	3
终	6755
绋	1
绊	58
绍	4895
绌	7
经	88750
绎	173
绀	3
练	4830
绂	10
绅	81
组	28387
织	16422
细	3260
给	15719
绘	1123
绛	42
绚	155
绝	4619
络	2517
统	28918
绞	85
绑	204
结	23695
绒	495
绕	1723
绔	6
徵	10
德	20035
徽	1636
御	561
徨	15
循	1365
微	2748
徐	3703
徒	1381
徕	49
得	42194
徘	154
徙	47
	1
徜	44
往	9535
征	7382
径	2157
待	6397
徇	119
很	15665
徉	43
徊	154
律	13213
≌	1
≥	10
≠	2
	1
ψ	3
φ	1
τ	2
	1
靳	59
靴	56
瞄	227
靶	73
瞎	97
靼	4
瞌	12
靡	108
靠	6012
瞑	9
靥	3
革	21713
瞟	5
瞠	14
青	13109
瞧	152
靖	426
瞪	49
靛	1
瞩	568
瞬	259
瞭	58
瞳	31
瞰	66
瞵	1
瞻	251
瞿	57
豚	50
豕	1
豌	10
豁	128
豆	721
豇	2
豸	2
豹	75
豺	4
豪	1293
豫	649
象	10393
豢	2
澧	44
澥	1
澡	148
傅	940
澶	3
澳	3716
澱	4
澄	293
澂	1
澎	78
澍	10
澉	1
澈	98
傍	237
澜	284
螳	4
螺	165
螨	18
螯	4
耐	812
螟	3
螃	54
螂	8
螋	2
融	4297
佰	75
偈	1
佳	2704
偌	64
佶	14
偎	29
偃	27
佻	4
佼	132
假	4415
使	27914
你	7653
佣	99
佤	36
停	3836
