耀	yao4
柘	zhe4

珠	zhu1

痤	cuo2

鹩	liao2

恭	gong1

蛮	man2

橱	chu2

埸	yi4

黾	mian3 min3

肃	su4

躇	chu2

颓	tui2

缒	zhui4

宕	dang4

暗	an4

耘	yun2

级	ji2

崦	yan1

螭	chi1

趱	zan3

氰	qing2

讵	ju4

嚷	rang1 rang3

赆	jin4

矍	jue2

噌	ceng1 cheng1

酎	zhou4

屐	ji1

敖	ao2

保	bao3

楞	leng2

嗡	weng1

睢	sui1

句	gou1 ju4

黧	li2

虬	qiu2

拯	zheng3

啶	ding4

系	ji4 xi4

卺	jin3

竿	gan1

茅	mao2

抄	chao1

万	wan4

霍	huo4

猥	wei3

舯	zhong1

玺	xi3

禾	he2

恃	shi4

苄	bian4

雌	ci2

鳐	yao2

忒	te4 tei1 tui1

腙	zong1

惘	wang3

镡	chan2 tan2 xin2

瓠	hu4

饩	xi4

磨	mo2

杭	hang2

闶	kang1 kang4

昂	ang2

樊	fan2

鎏	liu2

岑	cen2

馓	san3

林	lin2

脘	wan3

涛	tao1

羧	suo1

本	ben3

邹	zou1

麽	me5 mo2

宿	su4 xiu3 xiu4

担	dan1 dan3 dan4

豆	dou4

棉	mian2

盍	he2

坌	ben4

孔	kong3

跛	bo3

仝	tong2

诟	gou4

走	zou3

酸	suan1

塾	shu2

舅	jiu4

榈	lv5

阍	hun1

瞌	ke1

箔	bo2

怙	hu4

渝	yu2

鲦	tiao2

砩	fu2

妨	fang1 fang2

茯	fu2

溲	sou1

帽	mao4

潇	xiao1

览	lan3

畋	tian2

祓	fu2

廒	ao2

银	yin2

凸	tu1

隋	sui2

猎	lie4

骓	zhui1

谜	mei4 mi2

唢	suo3

弦	xian2

太	tai4

搬	ban1

辱	ru3

爸	ba4

柁	duo4 tuo2

痍	yi2

秕	bi3

塔	da5 ta3

杖	zhang4

裟	sha1

葬	zang4

惯	guan4

蹰	chu2

瓷	ci2

绻	quan3

鱼	yu2

悄	qiao1 qiao3

锍	liu3

倏	shu1

娓	wei3

掮	qian2

液	ye4

匹	ya3

崽	zai3

蛀	zhu4

扃	jiong1

胄	zhou4

汇	hui4

灏	hao4

拘	ju1

赝	yan4

靡	mi2 mi3

酥	su1

烤	kao3

仰	yang3

韶	shao2

搂	lou1 lou3

鞋	xie2

栊	long2

庑	wu3

斗	dou3 dou4

带	dai4

堪	kan1

椴	duan4

猸	mei2

鲽	die2

情	qing2

绑	bang3

磕	ke1

奔	ben1 ben4

晖	hui1

进	jin4

恚	hui4

硪	wo4

轰	hong1

毳	cui4

噶	ga2

翻	fan1

者	zhe3

肚	du3 du4

垠	yin2

钢	gang1 gang4

冤	yuan1

麦	mai4

脯	fu3

沲	duo4

锷	e4

刹	cha4 sha1

鼻	bi2

尽	jin3 jin4

蟀	shuai4

捃	jun4

浇	jiao1

诈	zha4

峒	dong4 tong2

佛	fo2 fu2

陡	dou3

卣	you3

遥	yao2

摭	zhi2

零	ling2

特	te4

司	si1

籽	zi3

愆	qian1

朊	ruan3

钓	diao4

檗	bo4

谘	zi1

悛	quan1

会	hui4 kuai4

舜	shun4

圪	ge1

训	xun4

昴	mao3

簸	bo3 bo4

傻	sha3

槁	gao3

腆	tian3

噔	deng1

胛	jia3

蛟	jiao1

敞	chang3

煦	xu4

啾	jiu1

帏	wei2

吓	he4 xia4

洙	zhu1

辚	lin2

挝	wo1 zhua1

甩	shuai3

咨	zi1

踯	zhi2

涮	shuan4

逻	luo2

阿	a1 a5 e1

疾	ji2

扇	shan1 shan4

髌	bin4

郐	kuai4

赙	fu4

拜	bai4

屣	xi3

剧	ju4

镩	cuan1

菲	fei1 fei3

杵	chu3

闾	lv5

怆	chuang4

馋	chan2

昊	hao4

业	ye4

茜	qian4 xi1

倦	juan4

锨	xian1

侯	hou2 hou4

肱	gong1

蚵	he2 ke4

冻	dong4

聆	ling2

诗	shi1

摞	luo4

哩	li1 li3 li5

濯	zhuo2

腰	yao1

蝴	hu2

幺	yao1

矿	kuang4

踅	xue2

澄	cheng2 deng4

式	shi4

逑	qiu2

阕	que4

袖	xiu4

氙	xian1

骢	cong1

邦	bang1

褫	chi3

沮	ju3 ju4

尹	yin3

纺	fang3

刽	gui4

浃	jia1

勒	le4 lei1

淘	tao2

卧	wo4

痨	lao2

叼	diao1

链	lian4

肇	zhao4

骋	cheng3

妍	yan2

缎	duan4

梗	geng3

耜	si4

纣	zhou4

匦	gui3

唪	feng3

莱	lai2

搴	qian1

咿	yi1

毁	hui3

淅	xi1

荆	jing1

蕊	rui3

种	chong2 zhong3 zhong4

塌	ta1

珑	long2

剐	gua3

酒	jiu3

痕	hen2

呔	dai1 tai3

苛	ke1

浚	jun4 xun4

蓟	ji4

寡	gua3

祢	mi2

工	gong1

郧	yun2

番	fan1

衬	chen4

泯	min3

艰	jian1

曳	ye4 zhuai4

磷	lin2

狻	suan1

瓿	bu4

檀	tan2

蜉	fu2

餍	yan4

碌	liu4 lu4

小	xiao3

锕	a1

亘	gen4

眩	xuan4

谯	qiao2 qiao4

弹	dan4 tan2

惜	xi1

章	zhang1

革	ge2 ji2 ji3

迮	ze2

捱	ai1 ai2

罹	li2

煽	shan1

较	jiao4

戆	gang4 zhuang4

咕	gu1

斟	zhen1

袭	xi2

花	hua1

缸	gang1

去	qu4

泅	qiu2

鹎	bei1

遒	qiu2

仙	xian1

嫡	di2

峥	zheng1

牦	mao2

毫	hao2

柳	liu3

蕴	yun4

婶	shen3

痿	wei3

谅	liang4

疔	ding1

思	sai1 si1

宠	chong3

颢	hao4

瘩	da2

钪	kang4

贯	guan4

悲	bei1

锿	ai1

诀	jue2

跄	qiang1 qiang4

筋	jin1

蹙	cu4

险	xian3

胲	hai3

凼	dang4

雾	wu4

鲋	fu4

骏	jun4

喑	yin1

邓	deng4

厕	ce4 si5

抟	tuan2

碣	jie2

匪	fei3

戴	dai4

康	kang1

砸	za2

咻	xiu1

势	shi4

毅	yi4

幌	huang3

青	qing1

剔	ti1

苟	gou3

巡	xun2

罢	ba4 ba5

寥	liao2

泫	xuan4

蹬	deng1 deng4

想	xiang3

艴	fu2

绷	beng1 beng3 beng4

顸	han1

孺	ru2

檄	xi2

脉	mai4

鼍	tuo2

锑	ti1

璐	lu4

朝	chao2 zhao1

笥	si4

储	chu3

谫	jian3

3	lue

鸷	zhi4

夹	ga1 jia1 jia2

桃	tao2

铐	kao4

埒	lie4

棘	ji2

曜	yao4

糠	kang1

酩	ming3

烨	ye4

潭	tan2

们	men5

睽	kui2

覃	qin2 tan2

戊	wu4

斛	hu2

蜜	mi4

瞧	qiao2 ya3

否	fou3

德	de2

喻	yu4

隽	juan4 jun4

眼	yan3

县	xian4

蹂	rou2

葆	bao3

绍	shao4

啐	cui4

菟	tu2 tu4

峡	xia2

韧	ren4

淫	yin2

转	zhuai3 zhuan3 zhuan4

毯	tan3

婺	wu4

靼	da2

偾	fen4

谁	shei2 shui2

殄	tian3

羌	qiang1

昝	zan3

室	shi4

钦	qin1

中	zhong1 zhong4

鼷	xi1

锻	duan4

仂	le4

筏	fa2

佗	tuo2

衙	ya2

柜	gui4 ju3

白	bai2

郾	yan3

蒇	chan3

麋	mi2

颏	ke1 ke2

冕	mian3

萜	tie1

悟	wu4

鸠	jiu1

璧	bi4

享	xiang3

岷	min2

琼	qiong2

赂	lu4

揉	rou2

腊	la4 xi1

镒	yi4

燕	yan1 yan4

蛛	zhu1

楚	chu3

捞	lao1

忡	chong1

姥	lao3

铧	hua2

叩	kou4

拳	quan2

驸	fu4

炔	gui4 que1

辖	xia2

莞	guan1 guan3 wan3

缡	li2

庠	xiang2

猩	xing1

动	dong4

醪	lao2

舳	zhu2

阻	zu3

禺	yu2

摇	yao2

苈	li4

鳌	ao2

嗒	da1 ta4

绠	geng3

饥	ji1

狨	rong2

诮	qiao4

慵	yong1

筹	chou2

哼	heng1 hng5

薇	wei1

昆	kun1

龋	qu3

怊	chao1

岍	qian1

馏	liu2 liu4

税	shui4

世	shi4

鼠	shu3

尢	wang1 you2

蚱	zha4

嶷	yi2

钽	tan3

滁	chu2

拉	la1 la2 la3 la4

聊	liao2

糍	ci2

嵌	kan4 qian4

监	jian1 jian4

坐	zuo4

兔	tu4

跗	fu1

湖	hu2

蝰	kui2

腴	yu2

并	bing1 bing4

榄	lan3

授	shou4

弋	yi4

夏	xia4

阑	lan2

熔	rong2

鲢	lian2

砥	di3

妤	yu2

厨	chu2

邪	xie2 ye2

茳	jiang1

纶	guan1 lun2

歃	sha4

规	gui1

哒	da1

翠	cui4

季	ji4

秤	chen4 cheng1 cheng4

啧	ze2

穹	qiong2

寸	cun4

冁	chan3

垅	long3

骇	hai4

肋	le1 lei4

崞	guo1

耠	huo1

谨	jin3

伪	wei3

嚯	huo4

岳	yue4

薹	tai2

讽	feng3

亿	yi4

耷	da1

屈	qu1

揍	zou4

乔	qiao2

睚	ya2

寝	qin3

黟	yi1

蓣	yu4

换	huan4

楦	xuan4

烫	tang4

盯	ding1

拷	kao3

葸	xi3

炀	yang2

吃	chi1

的	de5 di2 di4

娇	jiao1

甙	dai4

疮	chuang1

失	shi1

舷	xian2

参	can1 cen1 shen1

雄	xiong2

恋	lian4

苌	chang2

晏	yan4

镙	luo2

惠	hui4

蝥	mao2

注	zhu4

獭	ta3

问	wen4

声	sheng1

嚅	ru2

井	jing3

羟	qiang3

质	zhi4

个	ge3 ge4

猬	wei4

缴	jia3 jiao3 zhuo2

蒹	jian1

攸	you1

便	bian4

烁	shuo4

兀	wu1 wu4

盅	zhong1

鹊	que4

滕	teng2

哙	kuai4

诧	cha4

桦	hua4

饰	shi4

送	song4

阅	yue4

瞄	miao2

舍	she3 she4

掌	zhang3

喘	chuan3

宜	yi2

鲞	xiang3

怡	yi2

春	chun1

氩	ya4

刭	jing3

沾	zhan1

筇	qiong2

廊	lang2

菌	jun1 jun4

杏	xing4

觐	jin4

返	fan3

痘	dou4

召	shao4 zhao4

铮	zheng1 zheng4

胶	jiao1

笆	ba1

徉	yang2

芋	yu4

紊	wen3

椒	jiao1

化	hua1 hua4

粟	su4

萤	ying2

梧	wu2

劫	jie2

醭	bu2

咯	ge1 ka3 lo5 luo4

庳	bi4

格	ge1 ge2

剀	kai3

病	bing4

蝎	xie1

郗	xi1

埙	xun1

畚	ben3

姝	shu1

鳟	zun1

慢	man4

武	wu3

俩	lia3 liang3

浪	lang4

驰	chi2

绳	sheng2

佾	yi4

犀	xi1

锅	guo1

堇	jin3

脍	kuai4

悌	ti4

檐	yan2

专	zhuan1

沔	mian3

眙	yi2

挡	dang3 dang4

攥	zuan4

讦	jie2

漩	xuan2

亨	heng1

鸳	yuan1

7	mo2

癃	long2

铄	shuo4

密	mi4

手	shou3

背	bei1 bei4

静	jing4

荡	dang4

擤	xing3

轩	xuan1

滨	bin1

僬	jiao1

筱	xiao3

劁	qiao1

馇	cha1

稆	lv3

薏	yi4

明	ming2

输	shu1

刖	yue4

枣	zao3

榧	fei3

骱	jie4

狁	yun3

遂	sui2 sui4

啄	zhuo2

绉	zhou4

虎	hu3 hu4

法	fa3

牖	you3

瑚	hu2

恢	hui1

汪	wang1

酬	chou2

翳	yi4

乾	gan1 qian2

备	bei4

耍	shua3

谕	yu4

涔	cen2

瘙	sao4

钚	bu4

砝	fa3

戡	kan1

肢	zhi1

温	wen1

侨	qiao2

倭	wo1

锯	ju1 ju4

娱	yu2

碲	di4

撺	cuan1

贿	hui4

睃	suo1

捋	lv3 luo1

臌	gu3

敏	min3

孛	bei4 bo2

揠	ya4

蹩	bie2

灭	mie4

寰	huan2

巴	ba1

喁	yong2

邃	sui4

厅	ting1

麇	jun1 qun2

蒋	jiang3

笊	zhao4

芏	du4

愎	bi4

窟	ku1

患	huan4

溧	li4

咫	zhi3

鞭	bian1

辽	liao2

呀	ya1 ya5

秉	bing3

淑	shu1

毕	bi4

忝	tian3

髟	biao1 shan1

神	shen2

歪	wai1

陬	zou1

狯	kuai4

兮	xi1

驴	lv5

曷	he2

泻	xie4

锁	suo3

璀	cui3

犄	ji1

蜍	chu2

暌	kui2

焙	bei4

缝	feng2 feng4

府	fu3

挥	hui1

讪	shan4

圭	gui1

羲	xi1

掺	can4 chan1 shan3

伽	ga1 jia1 qia1 qie2

铀	you2

埂	geng3

繇	yao2 you2 zhou4

桓	huan2

烘	hong1

络	lao4 luo4

荥	xing2 ying2

峰	feng1

筵	yan2

龇	zi1

墉	yong1

怎	zen3

吖	a1

刚	gang1

堞	die2

澧	li3

鲱	fei1

陂	bei1

磉	sang3

臣	chen2

痫	xian2

干	gan1 gan4

添	tian1

轼	shi4

玄	xuan2

谑	xue4

徜	chang2

搡	sang3

戥	deng3

栩	xu3

炮	bao1

就	jiu4

纲	gang1

蜷	quan2

贻	yi2

丽	li2 li4

诔	lei3

块	kuai4

嵛	yu2

孟	meng4

无	mo2 wu2

佧	ka3

衩	cha3 cha4

恹	yan1

裾	ju1

缆	lan3

安	an1

蚋	rui4

挎	kua4

侑	you4

誓	shi4

洒	sa3

纛	dao4

碟	die2

沧	cang1

伦	lun2

琬	wan3

媳	xi2

莹	ying2

镂	lou4

濑	lai4

乐	le4 yue4

铗	jia2

叙	xu4

黛	dai4

川	chuan1

食	shi2 si4

苣	ju4 qu3

敢	gan3

潦	lao3 liao3

烯	xi1

卮	zhi1

鹰	ying1

霁	ji4

刃	ren4

窈	yao3

源	yuan2

醚	mi2

岜	ba1

逯	lu4

玮	wei3

弱	ruo4

架	jia4

雀	qiao1 qiao3 que4

郄	qie4

忆	yi4

晋	jin4

姊	zi3

裔	yi4

呗	bai4 bei5

幛	zhang4

糜	mei2 mi2

腥	xing1

罱	lan3

课	ke4

傅	fu4

螋	sou1

膏	gao1 gao4

戎	rong2

云	yun2

疗	liao2

倚	yi3

掣	che4

涧	jian4

垫	dian4

钭	tou3

甬	yong3

冯	feng2

缰	jiang1

害	hai4

礴	bo2

芹	qin2

洼	wa1

址	zhi3

兄	xiong1

鹆	yu4

操	cao1

滑	hua2

佐	zuo3

棕	zong1

矫	jia3 jiao2 jiao3

镬	huo4

饴	yi2

旷	kuang4

荸	bi2

槿	jin3

阁	ge2

瞀	mao4

逅	hou4

熄	xi1

崇	chong2

斌	bin1

蠕	ru2

榔	lang2

厘	li2

骞	qian1

急	ji2

吭	hang2 keng1

鄯	shan4

帱	chou2 dao4

粲	can4

堵	du3

蔷	qiang2

哂	shen3

运	yun4

瑭	tang2

嗬	he1

胺	an4

妁	shuo4

待	dai1 dai4

喉	hou2

袋	dai4

躏	lin4

洎	ji4

窗	chuang1

外	wai4

沣	feng1

萨	sa4

咳	hai1 ke2

瘴	zhang4

永	yong3

莽	mang3

私	si1

魂	hun2

翅	chi4

幄	wo4

酆	feng1

痉	jing4

呈	cheng2

赎	shu2

懑	men4

荒	huang1

祖	zu3

郛	fu2

罚	fa2

止	zhi3

杪	miao3

马	ma3

绯	fei1

豸	zhi4

替	ti4

切	qie1 qie4

锉	cuo4

蜕	tui4

首	shou3

岘	xian4

龚	gong1

猝	cu4

订	ding4

交	jiao1

膦	lin4

鸯	yang1

綮	qing4

玲	ling2

耻	chi3

寂	ji4

黄	huang2

准	zhun3

铈	shi4

蛔	hui2

棠	tang2

滤	lv4

围	wei2

墁	man4

稂	lang2

瘊	hou2

辏	cou4

戒	jie4

算	suan4

帚	zhou3

吞	tun1

涣	huan4

控	kong4

妫	gui1

第	di4

邱	qiu1

焰	yan4

喳	cha1 zha1

芽	ya2

磁	ci2

绅	shen1

惑	huo4

硖	xia2

峙	shi4 zhi4

瑞	rui4

跣	xian3

以	yi3

秫	shu2

酰	xian1

割	ge1

靴	xue1

荼	tu2

柿	shi4

禀	bing3

崃	lai2

伏	fu2

颖	ying3

爝	jue2

钞	chao1

校	jiao4 xiao4

渥	wo4

蚪	dou3

鼯	wu2

粮	liang2

蜿	wan1

嫂	sao3

诌	zhou1

字	zi4

坟	fen2

衡	heng2

槠	zhu1

旨	zhi3

凰	huang2

埴	zhi2

汹	xiong1

蚓	yin3

碗	wan3

嬖	bi4

谤	bang4

砬	la2

爰	yuan2

琴	qin2

边	bian1 bian5

游	you2

怼	dui4

篁	huang2

婀	e1

策	ce4

忙	mang2

铟	yin1

胧	long2

窀	zhun1

布	bu4

霉	mei2

皈	gui1

缙	jin4

次	ci4

津	jin1

薪	xin1

夭	yao1

阳	yang2

舻	lu2

髀	bi4

鳄	e4

俎	zu3

晓	xiao3

绘	hui4

酝	yun4

祭	ji4 zhai4

壬	ren2

勰	xie2

诶	ei2 ei3 ei4

跺	duo4

蟾	chan2

龃	ju3

砂	sha1

醇	chun2

爆	bao4

琊	ya2

渎	du2

螓	qin2

玛	ma3

尚	shang4

疟	yao4

嘞	lei5

贤	xian2

憧	chong1

宫	gong1

钵	bo1

肽	tai4

孀	shuang1

糅	rou2

棍	gun4

聒	guo1

癞	lai4

桢	zhen1

臧	zang1

扦	qian1

饬	chi4

石	dan4 shi2

轸	zhen3

腼	mian3

简	jian3

儇	xuan1

阉	yan1

掐	qia1

骖	can1

鲚	ji4

模	mo2

芦	lu2 lu3

吵	chao1 chao3

丹	dan1

暾	tun1

觌	di2

浏	liu2

从	cong1 cong2

杓	biao1 shao2

套	tao4

翘	qiao2 qiao4

佣	yong1 yong4

淤	yu1

硭	mang2

姬	ji1

台	tai1 tai2

俸	feng4

恽	yun4

蛾	e2 yi3

颃	hang2

缂	ke4

宅	zhai2

冉	ran3

侍	shi4

椎	chui2 zhui1

肓	huang1

崖	ya2

阜	fu4

犟	jiang4

谠	dang3

伢	ya2

暧	ai4

岫	xiu4

琰	yan3

核	he2 hu2

螽	zhong1

昼	zhou4

局	ju2

偈	ji4 jie2

乌	wu1 wu4

铛	cheng1 dang1

筚	bi4

煞	sha1 sha4

裣	lian3

潢	huang2

敦	dui4 dun1

鹬	yu4

端	duan1

鉴	jian4

虼	ge4

窄	zhai3

蔑	mie4

茕	qiong2

莪	e2

弭	mi3

唱	chang4

憾	han4

及	ji2

蓐	ru4

苔	tai1 tai2

呛	qiang1 qiang4

赡	shan4

泠	ling2

惨	can3 can4

楹	ying2

臾	yu2

岁	sui4

理	li3

趋	qu1

亍	chu4

栎	li4 yue4

尖	jian1

霜	shuang1

玟	min2

丢	diu1

枧	jian3

缬	xie2

钱	qian2

田	tian2

决	jue2

猴	hou2

糁	san3 shen1

鹂	li2

先	xian1

囝	jian3

灞	ba4

解	jie3 jie4 xie4

扪	men2

镰	lian2

蝼	lou2

揿	qin4

选	xuan3

澌	si1

萑	huan2

斐	fei3

骚	sao1

氡	dong1

席	xi2

鬯	chang4

吱	zhi1 zi1

皲	jun1

蔻	kou4

睇	di4

哆	duo1

测	ce4

藐	miao3

菔	fu2

彗	hui4

秘	bi4 lin2 mi4

矜	guan1 jin1 qin2

卟	bu3

象	xiang4

聩	kui4

牵	qian1

征	zheng1

钇	yi3

厉	li4

焊	han4

攒	cuan2 zan3

粗	cu1

多	duo1

舨	ban3

瘰	luo3

劳	lao2

醵	ju4

讹	e2

翁	weng1

塄	leng2

珉	min2

酊	ding1 ding3

柑	gan1

鳗	man2

祚	zuo4

嗝	ge2

信	xin4

绫	ling2

狳	yu2

遴	lin2

泷	long2 shuang1

佶	ji2

娃	wa2

下	xia4

沌	dun4 zhuan4

悔	hui3

笙	sheng1

鸫	dong1

膪	chuai4

崭	zhan3

谷	gu3 yu4

澶	chan2

耿	geng3

掾	yuan4

鋈	wu4

蛐	qu1

打	da2 da3

镝	di1 di2

瓜	gua1

滠	she4

荩	jin4

拨	bo1

困	kun4

闲	xian2

歹	dai3

墅	shu4

辋	wang3

莓	mei2

帖	tie1 tie3 tie4

熟	shou2 shu2

斧	fu3

茨	ci2

鲭	qing1 zheng1

妯	zhou2

邵	shao4

蒽	en1

绁	xie4

彀	gou4

磅	bang4

奄	yan3

陆	liu4 lu4

午	wu3

惕	ti4

仡	ge1 yi4

诣	yi4

晦	hui4

恪	ke4

积	ji1

呲	ci1 zi1

酴	tu2

混	hun2 hun4

懿	yi4

禄	lu4

唇	chun2

谍	die2

涌	chong1 yong3

蘑	mo2

析	xi1

耕	geng1

憔	qiao2

官	guan1

颚	e4

喜	xi3

渡	du4

侠	xia2

肪	fang2

嘱	zhu3

贷	dai4

溶	rong2

蜻	qing1

潋	lian4

跌	die1

坛	tan2

濠	hao2

补	bu3

铲	chan3

灵	ling2

橹	lu3

茂	mao4

锎	kai1

芗	xiang1

钣	ban3

瘤	liu2

骧	xiang1

掭	tian4

般	ban1 bo1

榱	cui1

疹	zhen3

场	chang2 chang3

崾	yao3

臁	lian2

捂	wu2 wu3

畎	quan3

筒	tong3

拗	ao3 ao4

滟	yan4

赞	zan4

瓣	ban4

噤	jin4

胫	jing4

扬	yang2

愁	chou2

颐	yi2

缕	lv3

枚	mei2

涞	lai2

吣	qin4

玢	bin1 fen1

怫	fu2

是	shi4

薮	sou3

讲	jiang3

爷	ye2

咸	xian2

砻	long2

契	xie4

录	lu4

绔	ku4

教	jiao1 jiao4

忪	song1 zhong1

荭	hong2

旮	ga1

轵	zhi3

广	an1 guang3

舂	chong1

殇	shang1

踊	yong3

攘	rang3

辟	bi4

岩	yan2

茬	cha2

褰	qian1

锸	cha1

鬼	gui3

尾	wei3 yi3

胁	xie2

框	kuang1 kuang4

凋	diao1

埏	shan1

飑	biao1

槛	jian4 kan3

虚	xu1

痣	zhi4

坤	kun1

鹪	jiao1

跳	tiao4

仵	wu3

潴	zhu1

畸	ji1

态	tai4

膀	bang3 bang4

咎	jiu4

砑	ya4

馐	xiu1

媒	mei2

悖	bei4

伟	wei3

逡	qun1

唣	zao4

愫	su4

纪	ji3 ji4

术	shu4 zhu2

洳	ru4

猷	you2

邶	bei4

蕃	fan1 fan2

柄	bing3

酋	qiu2

前	qian2

塑	su4

翔	xiang2

诜	shen1

廪	lin3

卷	juan3 juan4

脂	zhi1

丈	zhang4

犋	ju4

倌	guan1

霎	sha4

尔	er3

颧	quan2

涵	han2

谴	qian3

禽	qin2

菁	jing1

歆	xin1

勋	xun1

浊	zhuo2

重	chong2 zhong4

哏	gen2

廓	kuo4

酢	cu4 zuo4

呤	ling4

苫	shan1 shan4

恬	tian2

汴	bian4

癸	gui3

髻	ji4

持	chi2

漉	lu4

笑	xiao4

妒	du4

鲔	wei3

掖	ye1 ye4

嘣	beng1

锥	zhui1

箦	ze2

稻	dao4

墼	ji1

簿	bu4

免	mian3

孑	jie2

蛘	yang2

楝	lian4

俞	shu4 yu2

铤	ding4 ting3

罩	zhao4

腭	e4

乳	ru3

槲	hu2

赵	zhao4

偷	tou1

饽	bo1

屿	yu3

榇	chen4

王	wang2 wang4

谊	yi4

疏	shu1

阎	yan2

崔	cui1

趟	tang1 tang4

务	wu4

鞣	rou2

缨	ying1

悭	qian1

贴	tie1

制	zhi4

霸	ba4

苁	cong1

恂	xun2

友	you3

汊	cha4

髑	du2

硒	xi1

鳕	xue3

毛	mao2

葚	ren4 shen4

占	zhan1 zhan4

矣	yi3

遢	ta1

秧	yang1

迳	jing4

浴	yu4

囹	ling2

搅	jia3 jiao3

薄	bao2 bo2 bo4

辈	bei4

醌	kun1

嚎	hao2

墒	shang1

抖	dou3

圣	sheng4

大	da4 dai4

窦	dou4

鸩	zhen4

挫	cuo4

粪	fen4

支	zhi1

漳	zhang1

垸	yuan4

钺	yue4

麾	hui1

旄	mao2

义	yi4

镏	liu2 liu4

展	zhan3

觜	zi1 zui3

仞	ren4

嫦	chang2

峪	yu4

佳	jia1

具	ju4

顽	wan2

绾	wan3

悃	kun3

蜂	feng1

璋	zhang1

碓	dui4

依	yi1

厥	jue2

妩	wu3

枭	xiao1

谰	lan2

段	duan4

熹	xi1

逸	yi4

区	qu1

羽	yu3

藁	gao3

杂	za2

菅	jian1

仇	chou2 qiu2

浆	jiang1 jiang4

觉	jiao4 jue2

煎	jian1

蕖	qu2

泛	fan2 fan4

荚	jia2

乜	mie1

襞	bi4

面	mian4

继	ji4

苯	ben3

汰	tai4

裳	chang2 shang5

雷	lei2

凹	ao1 wa1

灸	jiu3

忽	hu1

芄	wan2

袈	jia1

眍	kou1

鲐	tai2

徒	tu2

笕	jian3

锡	xi1

瞢	meng2

帧	zheng4

箪	dan1

栳	lao3

稿	gao3

擀	gan3

聃	dan1

拄	zhu3

蹇	jian3

坍	tan1

孕	yun4

铠	kai3

左	zuo3

飨	xiang3

酹	lei4

婿	xu4

谆	zhun1

疋	shu1 ya3

螗	tang2

醣	tang2

墩	dun1

沱	tuo2

贰	er4

串	chuan4

点	dian3

刺	ci1 ci4

蓁	zhen1

